0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
09-01-0064-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EOUM 'MANUEL C. FIGUEROA',25 AVE. Y 4A. CALLE ZONA 3,54867073,DINA RUBI GONZALEZ DE LEON,EDVIN MAURICIO OVALLE CASTILLO,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0065-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EOUM MANFREDO L. DELEON,"18 AVE. 10A. CALLE ZONA 1, BARRIO LAS FLORES",77610307,DINA RUBI GONZALEZ DE LEON,BERLÍN RAQUEL REYES ROMERO,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0066-43,09-008,QUETZALTENANGO,QUETZALTENANGO,"EOUM ""COLONIA EL MAESTRO""","COLONIA EL MAESTRO, ZONA 8",,RAMON YAX LAINES,ANA MARÍA GARCÍA DÍAZ,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0067-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EOUV ESTEBAN FIGUEROA,10A. CALLE 13-10 ZONA 1,77612070,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,EVERARDO SEBASTIÁN SUCUQUÍ CAC,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0068-43,09-008,QUETZALTENANGO,QUETZALTENANGO,EOUV 'VICENTE R. SANCHEZ.',PLAZUELA EL CALVARIO ZONA 1,77653162,RAMON YAX LAINES,SERGIO IVAN HUERTAS VELIZ,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0069-43,09-008,QUETZALTENANGO,QUETZALTENANGO,"EOUV ""20 DE OCTUBRE""",AVENIDA JESUS CASTILLO A-16 ZONA 2,52115592,RAMON YAX LAINES,HENRY ORLANDO YAX GÓMEZ,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0070-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EOUM MANUEL C. FIGUEROA,"25 AVE. Y 4A. CALLE ZONA 3, COLONIA MINERVA",77655673,DINA RUBI GONZALEZ DE LEON,ROSANA LISBETH RODRIGUEZ OCAÑA,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0071-43,09-002,QUETZALTENANGO,QUETZALTENANGO,EOUN DELFINA MAZARIEGOS,3A. CALLE 13-28 ZONA 3,56757451,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ANABELLA VIOLETA LÓPEZ CIFUENTES,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0072-43,09-004,QUETZALTENANGO,QUETZALTENANGO,EOUM REPUBLICA DE HOLANDA,6 AVENIDA 9-14 ZONA 9,52810657,DINA RUBI GONZALEZ DE LEON,GABRIELA BELÉN RIVERA OCHOA,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0073-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO EVANGELICO BETHEL,14 AVENIDA 0-69 ZONA 1,77631342,PEDRO GERÓNIMO SARAT CHAJ,EDGAR MAURICIO SIGÜENZA CALDERON,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0074-43,09-036,QUETZALTENANGO,QUETZALTENANGO,LICEO 'INFANTIL',21 AVENIDA 5-69 ZONA 3,56339630,OBDULIO ROLANDO RUIZ ALVA,MARIO GADDIEL BARRIOS CIFUENTES,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0075-43,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO TERESA MARTIN,9A. CALLE 10-09 ZONA 1,36479650,OBDULIO ROLANDO RUIZ ALVA,MARILIN ELIZABETH GARCÍA LOCÓN,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0076-43,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO ""SAN FRANCISCO DE ASIS""",2A. AVE. 0-11 ZONA 1,77614582,WILSON RANFERI SIGUENZA LOPEZ,KARINA MARGOTH SANTISTEBAN ARANGO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0077-43,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO OVIDIO DECROLY,16 AVE. 7-24 ZONA 3,77636045,WILSON RANFERI SIGUENZA LOPEZ,SULMY IVONE AVILA DE LEÓN,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0079-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO ADVENTISTA 'MOISES TAHAY',20 AVENIDA 0-65 ZONA 3,77615808,PEDRO GERÓNIMO SARAT CHAJ,SARA REBECA ESCALANTE ROMERO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
